# frame times for dvs-video.avi
# frame# time(s)
0	  0.016333
1	  0.026333
2	  0.036333
3	  0.046333
4	  0.056333
5	  0.066333
6	  0.076333
7	  0.086333
8	  0.096333
9	  0.106333
10	  0.116333
11	  0.126333
12	  0.136333
13	  0.146333
14	  0.156333
15	  0.166333
16	  0.176333
17	  0.186333
18	  0.196333
19	  0.206333
20	  0.216333
21	  0.226333
22	  0.236333
23	  0.246333
24	  0.256333
25	  0.266333
26	  0.276333
27	  0.286333
28	  0.296333
29	  0.306333
30	  0.316333
31	  0.326333
32	  0.336333
33	  0.346333
34	  0.356333
35	  0.366333
36	  0.376333
37	  0.386333
38	  0.396333
39	  0.406333
40	  0.416333
41	  0.426333
42	  0.436333
43	  0.446333
44	  0.456333
45	  0.466333
46	  0.476333
47	  0.486333
48	  0.496333
49	  0.506333
50	  0.516333
51	  0.526333
52	  0.536333
53	  0.546333
54	  0.556333
55	  0.566333
56	  0.576333
57	  0.586333
58	  0.596333
59	  0.606333
60	  0.616333
61	  0.626333
62	  0.636333
63	  0.646333
64	  0.656333
65	  0.666333
66	  0.676333
67	  0.686333
68	  0.696333
69	  0.706333
70	  0.716333
71	  0.726333
72	  0.736333
73	  0.746333
74	  0.756333
75	  0.766333
76	  0.776333
77	  0.786333
78	  0.796333
79	  0.806333
80	  0.816333
81	  0.826333
82	  0.836333
83	  0.846333
84	  0.856333
85	  0.866333
86	  0.876333
87	  0.886333
88	  0.896333
89	  0.906333
90	  0.916333
91	  0.926333
92	  0.936333
93	  0.946333
94	  0.956333
95	  0.966333
96	  0.976333
97	  0.986333
98	  0.996333
99	  1.006333
100	  1.016333
101	  1.026333
102	  1.036333
103	  1.046333
104	  1.056333
105	  1.066333
106	  1.076333
107	  1.086333
108	  1.096333
109	  1.106333
110	  1.116333
111	  1.126333
112	  1.136333
113	  1.146333
114	  1.156333
115	  1.166333
116	  1.176333
117	  1.186333
118	  1.196333
119	  1.206333
120	  1.216333
121	  1.226333
122	  1.236333
123	  1.246333
124	  1.256333
125	  1.266333
126	  1.276333
127	  1.286333
128	  1.296333
129	  1.306333
130	  1.316333
131	  1.326333
132	  1.336333
133	  1.346333
134	  1.356333
135	  1.366333
136	  1.376333
137	  1.386333
138	  1.396333
139	  1.406333
140	  1.416333
141	  1.426333
142	  1.436333
143	  1.446333
144	  1.456333
145	  1.466333
146	  1.476333
147	  1.486333
148	  1.496333
149	  1.506333
150	  1.516333
151	  1.526333
152	  1.536333
153	  1.546333
154	  1.556333
155	  1.566333
156	  1.576333
157	  1.586333
158	  1.596333
159	  1.606333
160	  1.616333
161	  1.626333
162	  1.636333
163	  1.646333
164	  1.656333
165	  1.666333
166	  1.676333
167	  1.686333
168	  1.696333
169	  1.706333
170	  1.716333
171	  1.726333
172	  1.736333
173	  1.746333
174	  1.756333
175	  1.766333
176	  1.776333
177	  1.786333
178	  1.796333
179	  1.806333
180	  1.816333
181	  1.826333
182	  1.836333
183	  1.846333
184	  1.856333
185	  1.866333
186	  1.876333
187	  1.886333
188	  1.896333
189	  1.906333
190	  1.916333
191	  1.926333
192	  1.936333
193	  1.946333
194	  1.956333
195	  1.966333
196	  1.976333
197	  1.986333
198	  1.996333
199	  2.006333
200	  2.016333
201	  2.026333
202	  2.036333
203	  2.046333
204	  2.056333
205	  2.066333
206	  2.076333
207	  2.086333
208	  2.096333
209	  2.106333
210	  2.116333
211	  2.126333
212	  2.136333
213	  2.146333
214	  2.156333
