# frame times for dvs-video.avi
# frame# time(s)
0	  0.016961
1	  0.026961
2	  0.036961
3	  0.046961
4	  0.056961
5	  0.066961
6	  0.076961
7	  0.086961
8	  0.096961
9	  0.106961
10	  0.116961
11	  0.126961
12	  0.136961
13	  0.146961
14	  0.156961
15	  0.166961
16	  0.176961
17	  0.186961
18	  0.196961
19	  0.206961
20	  0.216961
21	  0.226961
22	  0.236961
23	  0.246961
24	  0.256961
25	  0.266961
26	  0.276961
27	  0.286961
28	  0.296961
29	  0.306961
30	  0.316961
31	  0.326961
32	  0.336961
33	  0.346961
34	  0.356961
35	  0.366961
36	  0.376961
37	  0.386961
38	  0.396961
39	  0.406961
40	  0.416961
41	  0.426961
42	  0.436961
43	  0.446961
44	  0.456961
45	  0.466961
46	  0.476961
47	  0.486961
48	  0.496961
49	  0.506961
50	  0.516961
51	  0.526961
52	  0.536961
53	  0.546961
54	  0.556961
55	  0.566961
56	  0.576961
57	  0.586961
58	  0.596961
59	  0.606961
60	  0.616961
61	  0.626961
62	  0.636961
63	  0.646961
64	  0.656961
65	  0.666961
66	  0.676961
67	  0.686961
68	  0.696961
69	  0.706961
70	  0.716961
71	  0.726961
72	  0.736961
73	  0.746961
74	  0.756961
75	  0.766961
76	  0.776961
77	  0.786961
78	  0.796961
79	  0.806961
80	  0.816961
81	  0.826961
82	  0.836961
83	  0.846961
84	  0.856961
85	  0.866961
86	  0.876961
87	  0.886961
88	  0.896961
89	  0.906961
90	  0.916961
91	  0.926961
92	  0.936961
93	  0.946961
94	  0.956961
95	  0.966961
96	  0.976961
97	  0.986961
98	  0.996961
99	  1.006961
100	  1.016961
101	  1.026961
102	  1.036961
103	  1.046961
104	  1.056961
105	  1.066961
106	  1.076961
107	  1.086961
108	  1.096961
109	  1.106961
110	  1.116961
111	  1.126961
112	  1.136961
113	  1.146961
114	  1.156961
115	  1.166961
116	  1.176961
117	  1.186961
118	  1.196961
119	  1.206961
120	  1.216961
121	  1.226961
122	  1.236961
123	  1.246961
124	  1.256961
125	  1.266961
126	  1.276961
127	  1.286961
128	  1.296961
129	  1.306961
130	  1.316961
131	  1.326961
132	  1.336961
133	  1.346961
134	  1.356961
135	  1.366961
136	  1.376961
137	  1.386961
138	  1.396961
139	  1.406961
140	  1.416961
141	  1.426961
142	  1.436961
143	  1.446961
144	  1.456961
145	  1.466961
146	  1.476961
147	  1.486961
